GUID,Date (PST),Country,State/Region,City/Urban Area,Category
1018028043867164672,7/14/2018 0:02,Pakistan,Sind,Karachi,Positive
1018028946250719233,7/14/2018 0:06,France,Île-de-France,Paris,Positive
1018029434291421184,7/14/2018 0:08,Philippines,National Capital Region,Manila,Positive
1018029619293847552,7/14/2018 0:09,Egypt,Al Jizah,Cairo,Positive
1018030211508703232,7/14/2018 0:11,Croatia,,,Positive
1018030352382746630,7/14/2018 0:12,Croatia,,,Negative
1018030628401569793,7/14/2018 0:13,Croatia,,,Positive
1018030856185810944,7/14/2018 0:14,Nigeria,Enugu,Enugu,Positive
1018031151045402624,7/14/2018 0:15,South Africa,,,Positive
1018031579229310976,7/14/2018 0:16,United States,,,Positive
1018031989616791553,7/14/2018 0:18,Germany,Niedersachsen,Hannover,Positive
1018032214221688832,7/14/2018 0:19,South Africa,Gauteng,,Positive
1018033936847556608,7/14/2018 0:26,United States,Florida,,Positive
1018033945013837824,7/14/2018 0:26,United Kingdom,Greater London,London,Positive
1018034838266433536,7/14/2018 0:29,Nigeria,,,Positive
1018036213024985088,7/14/2018 0:35,India,Maharashtra,Mumbai,Positive
1018036343060828160,7/14/2018 0:35,Russia,,,Positive
1018037577012731904,7/14/2018 0:40,India,,,Positive
1018038580084727808,7/14/2018 0:44,France,,,Positive
1018039030041251840,7/14/2018 0:46,United States,,,Positive
1018039974074224641,7/14/2018 0:50,France,,,Positive
1018040165946855424,7/14/2018 0:51,Saudi Arabia,Ar Riyad,Riyadh,Positive
1018040206950141953,7/14/2018 0:51,India,West Bengal,Kolkata,Positive
1018040476300034048,7/14/2018 0:52,New Caledonia,Sud,Noumea,Positive
1018042417138819072,7/14/2018 1:00,Belgium,West Flanders,Brugge,Positive
1018042509677613057,7/14/2018 1:00,Australia,,,Positive
1018042590158082048,7/14/2018 1:00,Nigeria,Federal Capital Territory,Abuja,Positive
1018042846392340480,7/14/2018 1:01,Germany,Nordrhein-Westfalen,,Positive
1018042913199149056,7/14/2018 1:01,Ghana,Greater Accra,Accra,Positive
1018043126190100485,7/14/2018 1:02,United States,California,Irvine,Positive
1018043220868190210,7/14/2018 1:03,India,Maharashtra,Mumbai,Positive
1018043639736479744,7/14/2018 1:04,France,,,Positive
1018044592363638784,7/14/2018 1:08,Uganda,,,Positive
1018044625335078913,7/14/2018 1:08,South Africa,Western Cape,Cape Town,Positive
1018046873763024896,7/14/2018 1:17,United States,California,Los Angeles,Positive
1018046997918552064,7/14/2018 1:18,Germany,,,Positive
1018048447268651008,7/14/2018 1:23,India,,,Positive
1018049021255053312,7/14/2018 1:26,France,,,Positive
1018049167611088899,7/14/2018 1:26,France,Alsace,Strasbourg,Positive
1018050852542648320,7/14/2018 1:33,United Kingdom,Greater London,London,Positive
1018052251557027841,7/14/2018 1:39,Kenya,Nairobi,Nairobi,Positive
1018053075410542593,7/14/2018 1:42,France,,,Positive
1018053190359572481,7/14/2018 1:42,Philippines,Davao (Region XI),Davao,Positive
1018053234869485568,7/14/2018 1:43,Japan,Tokyo,Tokyo,Positive
1018053609995558912,7/14/2018 1:44,United States,Massachusetts,Boston,Positive
1018053817848516608,7/14/2018 1:45,India,Delhi,Delhi,Negative
1018054117015588864,7/14/2018 1:46,South Africa,Orange Free State,Welkom,Positive
1018054806169178112,7/14/2018 1:49,India,Karnataka,Mysore,Positive
1018055465916424192,7/14/2018 1:51,Uganda,,,Positive
1018056829643915264,7/14/2018 1:57,United Kingdom,South Western,Glasgow,Positive
1018057910352580608,7/14/2018 2:01,Germany,Hessen,Frankfurt,Positive
1018058156918956033,7/14/2018 2:02,South Africa,Orange Free State,Welkom,Positive
1018058340084019201,7/14/2018 2:03,Thailand,Central,,Positive
1018058510620413953,7/14/2018 2:03,France,Centre,Orleans,Positive
1018058947020886021,7/14/2018 2:05,United States,Nevada,Las Vegas,Positive
1018059190034681856,7/14/2018 2:06,South Africa,,,Positive
1018059303922511873,7/14/2018 2:07,Saudi Arabia,,,Positive
1018059360637980673,7/14/2018 2:07,Nigeria,Kaduna,Kaduna,Positive
1018059658123235329,7/14/2018 2:08,Croatia,Grad Zagreb,Zagreb,Positive
1018059974826655744,7/14/2018 2:09,India,,,Positive
1018060508589588480,7/14/2018 2:11,Slovenia,Osrednjeslovenska,Ljubljana,Positive
1018061017551601664,7/14/2018 2:13,United Kingdom,North West,Manchester,Positive
1018061672001437697,7/14/2018 2:16,Ghana,,,Positive
1018063202507280384,7/14/2018 2:22,United Kingdom,Greater London,London,Positive
1018063365120364544,7/14/2018 2:23,Ghana,Greater Accra,Accra,Positive
1018064419102683136,7/14/2018 2:27,Sri Lanka,Kŏḷamba,Colombo,Negative
1018065291308339202,7/14/2018 2:30,United Kingdom,,,Negative
1018065662667776001,7/14/2018 2:32,Australia,Victoria,Melbourne,Positive
1018065924539211776,7/14/2018 2:33,Saudi Arabia,,,Positive
1018066385967222785,7/14/2018 2:35,Russia,Central,,Positive
1018066535670304773,7/14/2018 2:35,Kenya,Nairobi,Nairobi,Positive
1018066658986885121,7/14/2018 2:36,India,Kerala,Thiruvananthapuram,Positive
1018067222097465344,7/14/2018 2:38,France,Rhône-Alpes,Grenoble,Positive
1018067766644035584,7/14/2018 2:40,United States,New York,New York,Positive
1018068119196225536,7/14/2018 2:42,Poland,,,Positive
1018068168948908033,7/14/2018 2:42,India,Jammu and Kashmir,Jammu,Positive
1018069427148017665,7/14/2018 2:47,France,,,Positive
1018070362872078341,7/14/2018 2:51,France,Île-de-France,Melun,Positive
1018070916066971648,7/14/2018 2:53,India,,,Positive
1018070914553057280,7/14/2018 2:53,Uganda,,,Positive
1018072465380175882,7/14/2018 2:59,France,Île-de-France,Paris,Positive
1018072570300682240,7/14/2018 2:59,Sweden,,,Positive
1018072598876512258,7/14/2018 2:59,United Kingdom,Greater London,London,Positive
1018072743303110657,7/14/2018 3:00,Taiwan,Taipei City,Taipei,Positive
1018072754027933696,7/14/2018 3:00,Taiwan,Taipei City,Taipei,Positive
1018073969423994881,7/14/2018 3:05,South Africa,,,Positive
1018074537030750208,7/14/2018 3:07,United States,Illinois,,Positive
1018074836260622337,7/14/2018 3:08,Pakistan,Punjab,Gujrat,Positive
1018074996957237250,7/14/2018 3:09,Switzerland,,,Positive
1018075630200500224,7/14/2018 3:11,Malaysia,Kuala Lumpur,Kuala Lumpur,Positive
1018076246910095361,7/14/2018 3:14,United States,New York,New York,Positive
1018076286919630848,7/14/2018 3:14,India,,,Positive
1018076511042265088,7/14/2018 3:15,Croatia,,,Positive
1018076933626703872,7/14/2018 3:17,France,Île-de-France,Paris,Positive
1018077156344147971,7/14/2018 3:18,Indonesia,Yogyakarta,Yogyakarta,Positive
1018077671861964800,7/14/2018 3:20,Canada,Ontario,Toronto,Positive
1018077977769373696,7/14/2018 3:21,United States,Illinois,Chicago,Positive
1018079396077371392,7/14/2018 3:26,Croatia,Grad Zagreb,Zagreb,Positive
1018080198431043584,7/14/2018 3:30,Croatia,Grad Zagreb,Zagreb,Positive
1018081353521299458,7/14/2018 3:34,Italy,Apulia,,Negative
1018081456793554944,7/14/2018 3:35,France,Île-de-France,Paris,Positive
1018082239748366337,7/14/2018 3:38,Indonesia,Jawa Timur,Madiun,Positive
1018082603755327488,7/14/2018 3:39,France,Île-de-France,Paris,Positive
1018082838875398144,7/14/2018 3:40,United Kingdom,Greater London,London,Positive
1018083907927990272,7/14/2018 3:44,Spain,,,Positive
1018083925342683136,7/14/2018 3:44,South Africa,Western Cape,Cape Town,Positive
1018084251508641798,7/14/2018 3:46,United States,Florida,Miami,Positive
1018085591488126976,7/14/2018 3:51,Iran,Tehran,Tehran,Negative
1018086412351139840,7/14/2018 3:54,France,,,Positive
1018087848849780736,7/14/2018 4:00,India,,,Positive
1018088734984736770,7/14/2018 4:04,South Africa,Gauteng,Pretoria,Positive
1018089320060784640,7/14/2018 4:06,Brazil,Rio de Janeiro,Macae,Positive
1018089498503204864,7/14/2018 4:07,South Africa,,,Positive
1018090007335194625,7/14/2018 4:09,United Kingdom,South West,Bristol,Positive
1018090447250558983,7/14/2018 4:10,France,Provence-Alpes-Côte-d'Azur,Marseille,Positive
1018092618486632453,7/14/2018 4:19,France,Pays de la Loire,Nantes,Positive
1018093298248896513,7/14/2018 4:22,Spain,Madrid,Madrid,Positive
1018096251244548097,7/14/2018 4:33,France,Île-de-France,Paris,Positive
1018097047847784448,7/14/2018 4:37,France,,,Positive
1018097110279966720,7/14/2018 4:37,Spain,Madrid,Madrid,Positive
1018097450731606016,7/14/2018 4:38,Spain,,,Positive
1018098076249030657,7/14/2018 4:41,India,,,Positive
1018098350342615040,7/14/2018 4:42,India,Andhra Pradesh,Hyderabad,Positive
1018098606757240832,7/14/2018 4:43,India,Delhi,Delhi,Positive
1018099216508432384,7/14/2018 4:45,India,Chandigarh,Chandigarh,Positive
1018099327498178561,7/14/2018 4:46,Croatia,Grad Zagreb,Zagreb,Positive
1018100831801966594,7/14/2018 4:52,Slovenia,,,Positive
1018101142021001216,7/14/2018 4:53,Indonesia,Jakarta Raya,Jakarta,Positive
1018101546444353536,7/14/2018 4:54,France,Provence-Alpes-Côte-d'Azur,Marseille,Positive
1018101968294891520,7/14/2018 4:56,France,,,Positive
1018102352212094976,7/14/2018 4:58,Nigeria,Lagos,Lagos,Positive
1018102840965980160,7/14/2018 5:00,France,Basse-Normandie,Caen,Positive
1018102942287777792,7/14/2018 5:00,Nigeria,Federal Capital Territory,Abuja,Positive
1018103486569906176,7/14/2018 5:02,France,,,Positive
1018103637187457024,7/14/2018 5:03,United States,,,Positive
1018104710996168704,7/14/2018 5:07,South Africa,,,Positive
1018104767392993281,7/14/2018 5:07,Saudi Arabia,,,Positive
1018105310110797824,7/14/2018 5:09,United States,New York,New York,Positive
1018106921335783424,7/14/2018 5:16,Nigeria,Federal Capital Territory,Abuja,Positive
1018107812294070272,7/14/2018 5:19,United Kingdom,North West,Manchester,Positive
1018108094746890240,7/14/2018 5:20,France,Île-de-France,Paris,Positive
1018108799461322752,7/14/2018 5:23,South Africa,KwaZulu-Natal,Durban,Positive
1018108817178087424,7/14/2018 5:23,United Arab Emirates,Abu Dhabi,Abu Dhabi,Positive
1018108970043564032,7/14/2018 5:24,India,,,Positive
1018109372675903488,7/14/2018 5:26,India,Maharashtra,Mumbai,Positive
1018109528980840448,7/14/2018 5:26,United Kingdom,North Eastern,Aberdeen,Positive
1018109668390993920,7/14/2018 5:27,United Kingdom,Greater London,London,Positive
1018109983890821120,7/14/2018 5:28,Canada,Ontario,Toronto,Positive
1018110041356931072,7/14/2018 5:28,Brazil,São Paulo,Sao Paulo,Positive
1018110357422919682,7/14/2018 5:29,United Kingdom,West Midlands,Coventry,Positive
1018110617301999616,7/14/2018 5:31,United Kingdom,,,Positive
1018111236674932736,7/14/2018 5:33,Germany,,,Positive
1018111473036513281,7/14/2018 5:34,Kenya,Nairobi,Nairobi,Positive
1018114496995340289,7/14/2018 5:46,United Kingdom,,,Positive
1018114936038281216,7/14/2018 5:48,Philippines,National Capital Region,Manila,Positive
1018116628205064192,7/14/2018 5:54,India,West Bengal,,Positive
1018117164488904706,7/14/2018 5:57,United States,,,Positive
1018118469852676096,7/14/2018 6:02,United States,California,Los Angeles,Positive
1018119615073964032,7/14/2018 6:06,Croatia,,,Positive
1018121011840069632,7/14/2018 6:12,United States,,,Positive
1018121212885684224,7/14/2018 6:13,Colombia,Bogota,Bogota,Positive
1018121503802441729,7/14/2018 6:14,Australia,Victoria,Melbourne,Positive
1018122307443687425,7/14/2018 6:17,France,Île-de-France,Paris,Positive
1018122309457141761,7/14/2018 6:17,Croatia,Grad Zagreb,Zagreb,Positive
1018123418414342146,7/14/2018 6:21,Croatia,Grad Zagreb,Zagreb,Negative
1018123539986173952,7/14/2018 6:22,Croatia,Grad Zagreb,Zagreb,Positive
1018124430843764736,7/14/2018 6:25,South Africa,Western Cape,Cape Town,Positive
1018124858687975426,7/14/2018 6:27,France,Nord-Pas-de-Calais,Lille,Negative
1018125016347508737,7/14/2018 6:28,United States,New York,New York,Positive
1018126329139605504,7/14/2018 6:33,Croatia,,,Positive
1018126449159663618,7/14/2018 6:33,Croatia,Grad Zagreb,Zagreb,Positive
1018127456983769088,7/14/2018 6:37,Italy,Lombardia,Milan,Positive
1018129103030046720,7/14/2018 6:44,Brazil,Ceará,Fortaleza,Positive
1018129325818818560,7/14/2018 6:45,Spain,Valenciana,Valencia,Positive
1018131507704000513,7/14/2018 6:54,Thailand,Central,Bangkok,Positive
1018131649836527616,7/14/2018 6:54,Qatar,,,Positive
1018132148740677632,7/14/2018 6:56,France,Île-de-France,Paris,Positive
1018132174036447232,7/14/2018 6:56,Colombia,Atlántico,Barranquilla,Positive
1018133046195875840,7/14/2018 7:00,Denmark,Midtjylland,Prhus,Positive
1018133111010463744,7/14/2018 7:00,United Kingdom,,,Negative
1018133267395022849,7/14/2018 7:01,United States,Ohio,Dayton,Positive
1018134159510917120,7/14/2018 7:04,South Africa,,,Positive
1018134232298909696,7/14/2018 7:04,Kenya,Rift Valley,Eldoret,Positive
1018134311009247233,7/14/2018 7:05,Nigeria,,,Positive
1018134315601760256,7/14/2018 7:05,Indonesia,,,Positive
1018134860551122945,7/14/2018 7:07,Russia,,,Positive
1018134936153411585,7/14/2018 7:07,Spain,Galicia,Vigo,Positive
1018135428568895489,7/14/2018 7:09,Rwanda,Kigali City,Kigali,Positive
1018135492397707264,7/14/2018 7:09,United States,California,Los Angeles,Positive
1018135807914323968,7/14/2018 7:11,Italy,Veneto,Treviso,Positive
1018136142502350848,7/14/2018 7:12,South Africa,,,Positive
1018136431611396096,7/14/2018 7:13,India,Meghalaya,Shillong,Positive
1018137157352017920,7/14/2018 7:16,Brazil,,,Positive
1018137459803262982,7/14/2018 7:17,Switzerland,Zürich,Zürich,Positive
1018137537771122693,7/14/2018 7:17,Greece,Attiki,Athens,Positive
1018137968131870721,7/14/2018 7:19,United Kingdom,Greater London,London,Positive
1018138072968515588,7/14/2018 7:20,Croatia,Grad Zagreb,Zagreb,Positive
1018139062748766208,7/14/2018 7:24,Paraguay,Asunción,Asuncion,Positive
1018139321189031936,7/14/2018 7:25,United States,Illinois,Alton,Positive
1018139402185216001,7/14/2018 7:25,United States,California,San Francisco,Negative
1018139520032821249,7/14/2018 7:25,France,Midi-Pyrénées,Toulouse,Positive
1018139690430496768,7/14/2018 7:26,Croatia,Grad Zagreb,Zagreb,Positive
1018139723238395906,7/14/2018 7:26,United States,,,Positive
1018139900674273280,7/14/2018 7:27,Ireland,Dublin,Dublin,Positive
1018139978965143552,7/14/2018 7:27,United States,District of Columbia,"Washington, D.C.",Negative
1018140138638135297,7/14/2018 7:28,United Kingdom,,,Positive
1018140610606370817,7/14/2018 7:30,Brazil,,,Negative
1018141473353621504,7/14/2018 7:33,Indonesia,Jakarta Raya,Jakarta,Positive
1018142372545417218,7/14/2018 7:37,Colombia,Bogota,Bogota,Positive
1018142718688669696,7/14/2018 7:38,France,Île-de-France,Paris,Positive
1018143042551844866,7/14/2018 7:39,Ghana,,,Positive
1018143325948219393,7/14/2018 7:40,Indonesia,,,Positive
1018144041765036032,7/14/2018 7:43,India,Tamil Nadu,Chennai,Positive
1018144189417181184,7/14/2018 7:44,Italy,Veneto,Treviso,Positive
1018144243662061568,7/14/2018 7:44,Italy,Toscana,Florence,Positive
1018144327535611907,7/14/2018 7:44,South Africa,,,Positive
1018144720349007877,7/14/2018 7:46,United States,New York,New York,Positive
1018145111253843969,7/14/2018 7:48,Croatia,Grad Zagreb,Zagreb,Positive
1018145305219330049,7/14/2018 7:48,Indonesia,Jakarta Raya,Jakarta,Positive
1018145313633251330,7/14/2018 7:48,India,Uttar Pradesh,Lucknow,Positive
1018145554663165952,7/14/2018 7:49,Egypt,Al Qahirah,Cairo,Positive
1018145913926283265,7/14/2018 7:51,United States,Florida,Miami,Positive
1018146497777446912,7/14/2018 7:53,Indonesia,Jawa Barat,Bogor,Positive
1018146558708199424,7/14/2018 7:53,France,Rhône-Alpes,Lyon,Positive
1018146667290218501,7/14/2018 7:54,Indonesia,Sumatera Utara,Medan,Positive
1018146851772620800,7/14/2018 7:55,United States,North Carolina,Charlotte,Positive
1018147022141054976,7/14/2018 7:55,Jamaica,,,Negative
1018147161253371905,7/14/2018 7:56,Philippines,National Capital Region,Manila,Positive
1018147200583512067,7/14/2018 7:56,United States,Florida,Miami,Positive
1018147324378349568,7/14/2018 7:56,Côte d'Ivoire,Lagunes,Abidjan,Positive
1018147699135111170,7/14/2018 7:58,Indonesia,,,Positive
1018149617832095744,7/14/2018 8:05,United States,,,Positive
1018149752632954885,7/14/2018 8:06,France,Haute-Normandie,Rouen,Positive
1018150185204178945,7/14/2018 8:08,Haiti,Ouest,Port-au-Prince,Positive
1018150224253083648,7/14/2018 8:08,Switzerland,Vaud,Lausanne,Positive
1018152681922355200,7/14/2018 8:18,United States,Massachusetts,,Positive
1018152812943818753,7/14/2018 8:18,Indonesia,,,Positive
1018153304885473280,7/14/2018 8:20,France,,,Positive
1018153468903559168,7/14/2018 8:21,Philippines,National Capital Region,Manila,Positive
1018153862752972800,7/14/2018 8:22,India,Rajasthan,,Positive
1018154412328407040,7/14/2018 8:25,Indonesia,Yogyakarta,Yogyakarta,Positive
1018155472124293121,7/14/2018 8:29,Peru,Lima Province,Lima,Positive
1018156749390372866,7/14/2018 8:34,United States,,,Positive
1018156809520107527,7/14/2018 8:34,Spain,Valenciana,Valencia,Positive
1018157988455034882,7/14/2018 8:39,Sudan,,,Positive
1018158543680299009,7/14/2018 8:41,Venezuela,,,Positive
1018158553230729216,7/14/2018 8:41,Nigeria,Lagos,Lagos,Negative
1018158842696425472,7/14/2018 8:42,Ireland,Dublin,Dublin,Positive
1018159162839175169,7/14/2018 8:43,United Kingdom,West Midlands,Coventry,Positive
1018160162274775040,7/14/2018 8:47,United Kingdom,,,Positive
1018160214191812608,7/14/2018 8:48,Rwanda,Kigali City,Kigali,Positive
1018160431968522241,7/14/2018 8:48,France,,,Positive
1018162314137231360,7/14/2018 8:56,Mexico,Distrito Federal,Mexico City,Positive
1018162462129041408,7/14/2018 8:57,Croatia,,,Positive
1018163711293509632,7/14/2018 9:01,United Kingdom,,,Positive
1018163894140002305,7/14/2018 9:02,Angola,Luanda,Luanda,Positive
1018164180581482498,7/14/2018 9:03,Croatia,Grad Zagreb,Zagreb,Positive
1018164953868431360,7/14/2018 9:06,Spain,Madrid,Madrid,Positive
1018165133871341568,7/14/2018 9:07,Croatia,,,Positive
1018165667072303105,7/14/2018 9:09,Chile,Región Metropolitana de Santiago,Santiago,Positive
1018166120291946498,7/14/2018 9:11,France,Île-de-France,Paris,Positive
1018166638414352384,7/14/2018 9:13,Colombia,Magdalena,Santa Marta,Negative
1018167146038194176,7/14/2018 9:15,United States,Colorado,,Positive
1018167731269652482,7/14/2018 9:17,Croatia,Grad Zagreb,Zagreb,Positive
1018168221810155520,7/14/2018 9:19,Philippines,National Capital Region,Manila,Positive
1018168346678890496,7/14/2018 9:20,Kosovo,Priština,Pristina,Positive
1018168668948258816,7/14/2018 9:21,Croatia,Grad Zagreb,Zagreb,Positive
1018168704289292289,7/14/2018 9:21,Indonesia,,,Positive
1018169496635310081,7/14/2018 9:24,United Kingdom,,,Positive
1018169504470327297,7/14/2018 9:25,France,Languedoc-Roussillon,Montpellier,Positive
1018170033221103616,7/14/2018 9:27,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018171367752175618,7/14/2018 9:32,Pakistan,,,Positive
1018172157141151744,7/14/2018 9:35,Nigeria,Lagos,Lagos,Positive
1018173086640812034,7/14/2018 9:39,Jordan,,,Positive
1018173223203155969,7/14/2018 9:39,United Kingdom,Yorkshire and the Humber,Leeds,Positive
1018173304044077056,7/14/2018 9:40,India,Kerala,Thiruvananthapuram,Positive
1018173390857924608,7/14/2018 9:40,Spain,Madrid,Madrid,Positive
1018173450656075776,7/14/2018 9:40,Spain,Madrid,Madrid,Positive
1018173468372680709,7/14/2018 9:40,India,Tamil Nadu,Chennai,Positive
1018173705938186240,7/14/2018 9:41,Spain,Madrid,Madrid,Positive
1018173734522441729,7/14/2018 9:41,Spain,Madrid,Madrid,Positive
1018173754483138562,7/14/2018 9:41,Mexico,Distrito Federal,Mexico City,Positive
1018174035367284736,7/14/2018 9:43,Mexico,,,Positive
1018174035799216128,7/14/2018 9:43,Spain,Castilla-La Mancha,,Positive
1018174124626186240,7/14/2018 9:43,Spain,Madrid,Madrid,Positive
1018174304964567042,7/14/2018 9:44,France,,,Positive
1018174614646804481,7/14/2018 9:45,Zimbabwe,,,Positive
1018174794146238473,7/14/2018 9:46,Croatia,Grad Zagreb,Zagreb,Positive
1018175188876365825,7/14/2018 9:47,United Kingdom,,,Positive
1018175325799436288,7/14/2018 9:48,Spain,Madrid,Madrid,Positive
1018175441436315650,7/14/2018 9:48,United Kingdom,,,Positive
1018175520071213056,7/14/2018 9:48,Spain,Canary Is.,Las Palmas,Positive
1018175522419994630,7/14/2018 9:48,Peru,Lima Province,Lima,Positive
1018175543496278021,7/14/2018 9:49,Spain,Madrid,Madrid,Positive
1018175636043718658,7/14/2018 9:49,Spain,Madrid,Madrid,Positive
1018176117893685248,7/14/2018 9:51,Spain,Andalucía,Japn,Positive
1018176131277746181,7/14/2018 9:51,Spain,Castilla-La Mancha,Toledo,Positive
1018176178509643776,7/14/2018 9:51,Indonesia,Jawa Tengah,Semarang,Positive
1018176323854979072,7/14/2018 9:52,Argentina,Ciudad de Buenos Aires,Buenos Aires,Negative
1018176382441050112,7/14/2018 9:52,France,,,Positive
1018176734766788610,7/14/2018 9:53,Spain,Madrid,Madrid,Positive
1018176826211033089,7/14/2018 9:54,Saudi Arabia,,,Positive
1018176949695533056,7/14/2018 9:54,Argentina,Ciudad de Buenos Aires,Buenos Aires,Negative
1018177040481243137,7/14/2018 9:54,Spain,Madrid,Madrid,Positive
1018177437568589826,7/14/2018 9:56,Spain,Madrid,Madrid,Positive
1018177791425155072,7/14/2018 9:57,France,,,Positive
1018177822664351757,7/14/2018 9:58,United Kingdom,Yorkshire and the Humber,,Positive
1018177997701025793,7/14/2018 9:58,Argentina,Ciudad de Buenos Aires,Buenos Aires,Negative
1018178156338057218,7/14/2018 9:59,Mexico,Distrito Federal,Mexico City,Positive
1018178587835490305,7/14/2018 10:01,Brazil,Pernambuco,Recife,Positive
1018178605363408897,7/14/2018 10:01,Spain,Madrid,Madrid,Positive
1018179271750311936,7/14/2018 10:03,United Kingdom,North East,Newcastle,Positive
1018179702249476096,7/14/2018 10:05,Chile,Región Metropolitana de Santiago,Santiago,Positive
1018179773883961346,7/14/2018 10:05,Spain,,,Positive
1018179942104928256,7/14/2018 10:06,Spain,Madrid,Madrid,Positive
1018180116709564416,7/14/2018 10:07,Kenya,Nairobi,Nairobi,Positive
1018180293600169985,7/14/2018 10:07,Peru,Lima Province,Lima,Positive
1018181011992203266,7/14/2018 10:10,India,Delhi,Delhi,Positive
1018181798747103232,7/14/2018 10:13,Croatia,Grad Zagreb,Zagreb,Positive
1018182621149491200,7/14/2018 10:17,Spain,Cataluña,Barcelona,Positive
1018183590885167104,7/14/2018 10:20,Côte d'Ivoire,Lagunes,Abidjan,Positive
1018183648917499904,7/14/2018 10:21,Spain,Madrid,Madrid,Positive
1018183875032281089,7/14/2018 10:22,Japan,,,Positive
1018184232861040640,7/14/2018 10:23,Croatia,Grad Zagreb,Zagreb,Positive
1018184281917739009,7/14/2018 10:23,Peru,Lima Province,Lima,Positive
1018184362842472448,7/14/2018 10:24,Mexico,Durango,Durango,Positive
1018185072002977793,7/14/2018 10:26,Iran,Tehran,Tehran,Positive
1018185196930203660,7/14/2018 10:27,United States,Illinois,Chicago,Positive
1018185405903114240,7/14/2018 10:28,Germany,,,Positive
1018185409514307584,7/14/2018 10:28,Spain,Madrid,Madrid,Positive
1018185584777613313,7/14/2018 10:28,United Kingdom,,,Positive
1018185653320904714,7/14/2018 10:29,Peru,Lima Province,Lima,Positive
1018185927003394050,7/14/2018 10:30,United States,,,Positive
1018186289252831233,7/14/2018 10:31,United States,New York,New York,Positive
1018186400393519104,7/14/2018 10:32,United States,Minnesota,Minneapolis,Positive
1018186475081486338,7/14/2018 10:32,Spain,Cataluña,Barcelona,Negative
1018186664596983811,7/14/2018 10:33,Spain,,,Negative
1018186691834675200,7/14/2018 10:33,Croatia,Grad Zagreb,Zagreb,Positive
1018186749955182592,7/14/2018 10:33,Spain,Extremadura,,Positive
1018187092952780801,7/14/2018 10:34,France,,,Positive
1018187541546070016,7/14/2018 10:36,India,Tamil Nadu,Tirunelveli,Positive
1018187541600702464,7/14/2018 10:36,Canada,Ontario,,Positive
1018187591240355847,7/14/2018 10:36,United Kingdom,,,Positive
1018187755522846722,7/14/2018 10:37,Spain,Andalucía,Malaga,Positive
1018188434710695936,7/14/2018 10:40,United Kingdom,Greater London,London,Positive
1018188436346429440,7/14/2018 10:40,United Kingdom,,,Positive
1018188718358884352,7/14/2018 10:41,Canada,Ontario,Hamilton,Positive
1018189635611185153,7/14/2018 10:45,United Kingdom,Greater London,London,Positive
1018189667651420160,7/14/2018 10:45,United States,Maryland,,Positive
1018191332618264577,7/14/2018 10:51,South Africa,,,Positive
1018191724185866241,7/14/2018 10:53,United States,Florida,Miami,Positive
1018192739182305284,7/14/2018 10:57,Spain,,,Positive
1018193072818196484,7/14/2018 10:58,Brazil,Rio de Janeiro,,Positive
1018193207761494021,7/14/2018 10:59,Saudi Arabia,,,Positive
1018193264648679424,7/14/2018 10:59,Canada,Ontario,Ottawa,Positive
1018193726714327042,7/14/2018 11:01,France,Languedoc-Roussillon,Beziers,Positive
1018194346154307591,7/14/2018 11:03,South Africa,,,Positive
1018194933742735360,7/14/2018 11:06,Germany,,,Positive
1018195014751522817,7/14/2018 11:06,Spain,Madrid,Madrid,Positive
1018195390867402752,7/14/2018 11:07,Kenya,Nairobi,Nairobi,Positive
1018195873396912128,7/14/2018 11:09,United States,,,Negative
1018198738588913665,7/14/2018 11:21,Spain,Murcia,Murcia,Positive
1018199534843899904,7/14/2018 11:24,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018199643690340352,7/14/2018 11:24,Canada,Ontario,Kitchener,Positive
1018199685230743552,7/14/2018 11:24,Spain,Madrid,Madrid,Positive
1018199782261575680,7/14/2018 11:25,Indonesia,Jakarta Raya,Jakarta,Positive
1018199791908671489,7/14/2018 11:25,France,Midi-Pyrénées,Toulouse,Positive
1018200452645695488,7/14/2018 11:27,United Kingdom,East,Norwich,Positive
1018200561290825729,7/14/2018 11:28,Serbia,,,Positive
1018202538565398528,7/14/2018 11:36,United States,Pennsylvania,Philadelphia,Positive
1018202987171385345,7/14/2018 11:38,France,Île-de-France,Paris,Positive
1018203828406161410,7/14/2018 11:41,France,Île-de-France,Paris,Positive
1018203851231518721,7/14/2018 11:41,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018203973579354112,7/14/2018 11:41,South Africa,KwaZulu-Natal,Durban,Positive
1018204220129009664,7/14/2018 11:42,France,,,Positive
1018205040954281985,7/14/2018 11:46,United Kingdom,,,Positive
1018206438613835777,7/14/2018 11:51,Argentina,Ciudad de Buenos Aires,Buenos Aires,Positive
1018206808098435073,7/14/2018 11:53,Brazil,Pernambuco,Recife,Positive
1018207425458032641,7/14/2018 11:55,Spain,Cantabria,Santander,Positive
1018208189429501959,7/14/2018 11:58,Poland,Masovian,Warsaw,Positive
1018208413933821952,7/14/2018 11:59,France,Guadeloupe,Pointe-a-Pitre,Positive
1018208726724022273,7/14/2018 12:00,France,Île-de-France,Paris,Positive
1018209000163368960,7/14/2018 12:01,South Africa,,,Positive
